TimeStep,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41,x42,y42,z42,x43,y43,z43,x44,y44,z44,x45,y45,z45,x46,y46,z46,x47,y47,z47,x48,y48,z48,x49,y49,z49,x50,y50,z50,x51,y51,z51,x52,y52,z52,x53,y53,z53,x54,y54,z54,x55,y55,z55,x56,y56,z56,x57,y57,z57,x58,y58,z58,x59,y59,z59,x60,y60,z60,x61,y61,z61,x62,y62,z62,x63,y63,z63,x64,y64,z64,x65,y65,z65,x66,y66,z66,x67,y67,z67,x68,y68,z68,x69,y69,z69,x70,y70,z70,x71,y71,z71,x72,y72,z72,x73,y73,z73,x74,y74,z74,x75,y75,z75,x76,y76,z76,x77,y77,z77,x78,y78,z78,x79,y79,z79,x80,y80,z80,x81,y81,z81,x82,y82,z82,x83,y83,z83,x84,y84,z84,x85,y85,z85,x86,y86,z86,x87,y87,z87,x88,y88,z88,x89,y89,z89,x90,y90,z90,x91,y91,z91,x92,y92,z92,x93,y93,z93,x94,y94,z94,x95,y95,z95,x96,y96,z96,x97,y97,z97,x98,y98,z98,x99,y99,z99,x100,y100,z100,x101,y101,z101,x102,y102,z102,x103,y103,z103,x104,y104,z104,x105,y105,z105,x106,y106,z106,x107,y107,z107,x108,y108,z108,x109,y109,z109,x110,y110,z110,x111,y111,z111,x112,y112,z112,x113,y113,z113,x114,y114,z114,x115,y115,z115,x116,y116,z116,x117,y117,z117,x118,y118,z118,x119,y119,z119,x120,y120,z120,x121,y121,z121,x122,y122,z122,x123,y123,z123,x124,y124,z124,x125,y125,z125,x126,y126,z126,x127,y127,z127,x128,y128,z128,x129,y129,z129,x130,y130,z130,x131,y131,z131,x132,y132,z132,x133,y133,z133,x134,y134,z134,x135,y135,z135,x136,y136,z136,x137,y137,z137,x138,y138,z138,x139,y139,z139,x140,y140,z140,x141,y141,z141,x142,y142,z142,x143,y143,z143,x144,y144,z144,x145,y145,z145,x146,y146,z146,x147,y147,z147,x148,y148,z148,x149,y149,z149,x150,y150,z150,x151,y151,z151,x152,y152,z152,x153,y153,z153,x154,y154,z154,x155,y155,z155,x156,y156,z156,x157,y157,z157,x158,y158,z158,x159,y159,z159,x160,y160,z160,x161,y161,z161,x162,y162,z162,x163,y163,z163,x164,y164,z164,x165,y165,z165,x166,y166,z166,x167,y167,z167,x168,y168,z168,x169,y169,z169,x170,y170,z170,x171,y171,z171,x172,y172,z172,x173,y173,z173,x174,y174,z174,x175,y175,z175,x176,y176,z176,x177,y177,z177,x178,y178,z178,x179,y179,z179,x180,y180,z180,x181,y181,z181,x182,y182,z182,x183,y183,z183,x184,y184,z184,x185,y185,z185,x186,y186,z186,x187,y187,z187,x188,y188,z188,x189,y189,z189,x190,y190,z190,x191,y191,z191,x192,y192,z192,x193,y193,z193,x194,y194,z194,x195,y195,z195,x196,y196,z196,x197,y197,z197,x198,y198,z198,x199,y199,z199,x200,y200,z200,x201,y201,z201,x202,y202,z202,x203,y203,z203,x204,y204,z204,x205,y205,z205,x206,y206,z206,x207,y207,z207,x208,y208,z208,x209,y209,z209,x210,y210,z210,x211,y211,z211,x212,y212,z212,x213,y213,z213,x214,y214,z214,x215,y215,z215,x216,y216,z216,x217,y217,z217,x218,y218,z218,x219,y219,z219,x220,y220,z220,x221,y221,z221,x222,y222,z222,x223,y223,z223,x224,y224,z224,x225,y225,z225,x226,y226,z226,x227,y227,z227,x228,y228,z228,x229,y229,z229,x230,y230,z230,x231,y231,z231,x232,y232,z232,x233,y233,z233,x234,y234,z234,x235,y235,z235,x236,y236,z236,x237,y237,z237,x238,y238,z238,x239,y239,z239,x240,y240,z240,x241,y241,z241,x242,y242,z242,x243,y243,z243,x244,y244,z244,x245,y245,z245,x246,y246,z246,x247,y247,z247,x248,y248,z248,x249,y249,z249,x250,y250,z250,x251,y251,z251,x252,y252,z252,x253,y253,z253,x254,y254,z254,x255,y255,z255,x256,y256,z256,x257,y257,z257,x258,y258,z258,x259,y259,z259,x260,y260,z260,x261,y261,z261,x262,y262,z262,x263,y263,z263,x264,y264,z264,x265,y265,z265,x266,y266,z266,x267,y267,z267,x268,y268,z268,x269,y269,z269,x270,y270,z270,x271,y271,z271,x272,y272,z272,x273,y273,z273,x274,y274,z274,x275,y275,z275,x276,y276,z276,x277,y277,z277,x278,y278,z278,x279,y279,z279,x280,y280,z280,x281,y281,z281,x282,y282,z282,x283,y283,z283,x284,y284,z284,x285,y285,z285,x286,y286,z286,x287,y287,z287,x288,y288,z288,x289,y289,z289,x290,y290,z290,x291,y291,z291,x292,y292,z292,x293,y293,z293,x294,y294,z294,x295,y295,z295,x296,y296,z296,x297,y297,z297,x298,y298,z298,x299,y299,z299,x300,y300,z300,x301,y301,z301,x302,y302,z302,x303,y303,z303,x304,y304,z304,x305,y305,z305,x306,y306,z306,x307,y307,z307,x308,y308,z308,x309,y309,z309,x310,y310,z310,x311,y311,z311,x312,y312,z312,x313,y313,z313,x314,y314,z314,x315,y315,z315,x316,y316,z316,x317,y317,z317,x318,y318,z318,x319,y319,z319,x320,y320,z320,x321,y321,z321,x322,y322,z322,x323,y323,z323,x324,y324,z324,x325,y325,z325,x326,y326,z326,x327,y327,z327,x328,y328,z328,x329,y329,z329,x330,y330,z330,x331,y331,z331,x332,y332,z332,x333,y333,z333,x334,y334,z334,x335,y335,z335,x336,y336,z336,x337,y337,z337,x338,y338,z338,x339,y339,z339,x340,y340,z340,x341,y341,z341,x342,y342,z342,x343,y343,z343,x344,y344,z344,x345,y345,z345,x346,y346,z346
1,145.713,1.28677,147.598,146.015,0.873319,148.847,147.269,1.08683,149.442,148.242,1.75741,148.655,147.911,2.21957,147.348,146.625,1.99104,146.793,144.059,0.0255321,148.313,144.478,0.786622,147.26,144.973,0.120288,149.325,143.707,0.83428,145.991,144.793,149.419,0.62345,142.921,149.078,148.28,141.564,149.503,148.4,143.208,147.699,148.099,140.516,148.541,148.343,142.164,146.761,148.076,140.825,147.166,148.199,144.627,147.183,147.903,141.219,0.974471,148.598,139.738,146.102,148.161,147.506,0.701612,0.423497,148.659,2.72572,146.753,146.385,2.31088,145.789,144.256,1.37063,145.216,142.756,1.3466,146.131,143.503,149.832,145.612,145.036,0.0921014,1.44647,145.461,148.56,0.694932,143.773,149.071,0.786439,142.388,145.709,147.949,145.141,147.075,148.858,145.219,147.835,147.26,144.625,146.2,147.429,142.076,1.57862,148.893,140.471,1.0979,149.381,140.814,1.39581,147.678,139.11,146.218,147.277,139.099,146.161,149.043,140.157,145.095,148.135,138.35,149.061,147.216,136.949,149.206,147.26,136.273,149.219,148.499,137.02,149.142,149.694,138.422,148.99,149.65,139.091,148.92,148.409,138.848,148.997,146.259,136.388,149.258,146.338,136.513,149.144,0.649038,138.975,148.871,0.57124,130.612,3.31775,148.97,130.533,3.1726,147.628,129.794,4.04188,146.808,129.121,5.10128,147.467,129.203,5.25372,148.879,129.962,4.35061,149.665,131.782,1.54733,148.412,131.395,2.31015,149.473,131.265,2.07157,147.265,131.81,1.96827,0.856041,131.53,1.44522,145.946,132.611,0.327079,148.494,134.033,0.394009,148.454,131.967,149.07,148.617,134.798,149.199,148.536,132.736,147.896,148.69,134.141,147.948,148.646,130.452,148.953,148.686,134.75,1.73596,148.337,134.921,146.644,148.719,129.73,3.91984,145.737,128.533,5.8031,146.89,128.677,6.06962,149.357,130.023,4.46081,0.738588,131.426,2.69435,1.57315,132.896,1.95706,0.94533,131.433,0.986946,1.14464,131.099,2.03443,145.136,131.1,0.445534,145.893,132.602,1.36511,145.761,132.245,146.937,148.785,130.074,149.364,149.623,130.127,147.913,148.634,129.967,149.478,147.863,134.103,2.54566,148.004,135.567,1.68672,147.618,135.169,2.02307,149.301,135.501,146.591,149.64,135.607,146.55,147.876,134.261,145.777,148.696,2.17051,1.68966,0.260485,1.90885,1.09969,149.074,0.647837,1.14681,148.458,149.623,1.8412,149.154,149.912,2.49161,0.388956,1.20607,2.42787,0.967744,3.89679,0.43802,149.73,3.4275,1.31197,0.667574,2.99646,0.350572,148.706,4.18189,1.56621,1.92199,3.24056,149.487,147.522,5.06132,149.542,149.907,6.40543,149.978,149.712,4.80892,148.198,0.291686,7.4754,149.056,149.886,5.87338,147.296,0.428802,7.19907,147.706,0.220738,3.40674,147.681,0.584746,6.72076,1.41264,149.306,8.30499,146.67,0.369547,0.445466,0.618237,147.537,149.125,3.01564,0.91537,1.41501,2.88731,1.92375,3.65269,2.27018,2.56434,5.1632,1.99228,1.71137,4.32407,0.644407,2.48794,2.78513,149.926,146.634,2.80603,148.498,147.659,4.30338,149.367,147.309,5.67621,146.268,0.70452,2.91168,147.351,149.672,2.77854,148.424,1.07411,3.44391,146.821,1.25545,5.8346,2.01025,149.098,7.33082,1.4295,148.403,7.27839,1.91553,0.0960026,8.90429,146.866,1.2592,8.96892,146.671,149.504,7.90383,145.66,0.462438,10.891,149.438,148.321,9.4862,149.412,148.444,8.8905,149.436,149.723,9.7042,149.602,0.865931,11.1077,149.62,0.741163,11.7063,149.481,149.472,11.3463,149.326,147.347,8.87859,149.28,147.561,9.26087,149.616,1.85127,11.7264,149.647,1.6271,18.262,1.941,148.399,18.5842,1.54711,149.648,19.8666,1.70122,0.187751,20.8395,2.31458,149.357,20.4847,2.77386,148.055,19.1717,2.59078,147.547,16.6455,0.691236,149.184,17.0194,1.44357,148.108,17.5565,0.780765,0.177912,16.2166,1.44884,146.863,15.5234,149.73,149.223,14.1607,0.131948,149.343,15.8419,148.35,149.136,13.1361,149.145,149.366,14.8203,147.388,149.181,13.4772,147.77,149.303,17.2721,147.859,148.966,13.7824,1.60332,149.461,12.4196,146.677,149.362,20.1088,1.29689,1.15927,21.2344,3.23077,147.424,18.911,2.89025,146.543,16.7633,1.92252,146.048,15.2884,2.00171,147.004,15.9692,0.434479,146.548,15.0767,146.34,149.124,17.8478,148.033,149.876,17.7695,148.372,148.144,17.3117,146.79,148.754,14.6391,2.25918,149.61,13.1158,1.76287,0.308096,13.2641,1.93264,148.56,11.7879,146.699,148.475,11.785,146.79,0.241001,12.8704,145.685,149.418,24.8035,1.97577,0.813932,24.4773,1.48042,149.601,23.2042,1.62887,149.03,22.2383,2.32158,149.805,22.5938,2.87434,1.06877,23.8995,2.71176,1.5995,26.4374,0.664193,0.15388,26.0466,1.50205,1.15794,25.5087,0.697998,149.153,26.8417,1.63204,2.4054,25.6577,149.904,147.905,27.5483,149.69,0.244308,28.9144,0.0601505,0.068691,27.2206,148.339,0.5357,29.9321,149.07,0.174345,28.2344,147.373,0.614031,29.5813,147.721,0.430851,25.7904,147.884,0.796441,29.3023,1.50158,149.758,30.6281,146.62,0.517493,22.9381,1.16922,148.089,21.8421,3.38816,1.65236,24.1529,3.09384,2.57781,26.309,2.21998,3.15253,27.7907,2.13125,2.21075,27.0514,0.656173,2.84521,25.2929,0.477867,147.053,25.0735,148.986,147.954,26.6952,149.642,147.695,27.9776,146.343,0.824811,25.2626,147.689,149.864,25.2193,148.613,1.37178,25.7733,146.958,1.37125,28.4539,2.12379,149.476,30.0072,1.54487,148.927,29.7778,1.9606,0.6258,31.251,146.744,1.403,31.2772,146.621,149.641,30.171,145.632,0.576321,33.3426,149.349,148.574,31.9405,149.372,148.721,31.3651,149.377,0.00862554,32.2024,149.461,1.14277,33.6039,149.43,0.994599,34.1779,149.321,149.711,33.7762,149.26,147.588,31.3123,149.301,147.845,31.7749,149.458,2.13502,34.2367,149.403,1.87036,40.7535,1.76222,148.762,41.0783,1.26609,149.972,42.3641,1.36501,0.516066,43.3383,2.03709,149.734,42.9816,2.60752,148.478,41.6641,2.47671,147.963,39.1334,0.4596,149.45,39.5079,1.29331,148.437,40.052,0.460535,0.441514,38.7008,1.39942,147.199,37.9959,149.516,149.428,36.6422,149.932,149.592,38.2881,148.139,149.247,35.5994,148.963,149.563,37.2501,147.194,149.239,35.915,147.59,149.404,39.7077,147.635,149.033,36.2893,1.39703,149.821,34.8389,146.514,149.408,42.6091,0.874671,1.44636,43.7311,3.10927,147.882,41.4005,2.85957,146.988,39.2328,1.96519,146.434,37.7578,1.90962,147.393,38.4812,0.413439,146.787,37.4848,146.147,149.11,40.2847,147.714,149.955,40.2186,148.209,148.26,39.7244,146.589,148.724,37.1596,2.03477,149.971,35.6642,1.50873,0.706777,35.7348,1.7894,148.969,34.2044,146.596,148.525,34.2078,146.591,0.294152,35.2714,145.513,149.409,47.2816,1.44076,1.15297,46.9367,1.04596,149.908,45.6735,1.29255,149.351,44.7394,1.97528,0.170673,45.1172,2.42564,1.46829,46.4116,2.16496,1.98667,48.8617,0.11176,0.39675,48.4988,0.88384,1.4634,47.9345,0.252414,149.406,49.2893,0.878034,2.71982,48.0607,149.549,148.103,49.9623,149.121,0.396503,51.3287,149.497,0.239267,49.6309,147.752,0.585295,52.3433,148.499,0.264324,50.6418,146.778,0.577324,51.9906,147.136,0.416448,48.2029,147.284,0.83565,51.7268,0.955684,0.038111,53.0403,146.035,0.427289,45.3858,0.908024,148.383,44.3874,2.93083,2.08619,46.6792,2.46653,2.98902,48.8092,1.48229,3.48917,50.2867,1.28558,2.55765,49.3923,149.866,3.11413,47.5729,0.123071,147.316,47.5849,148.57,148.135,49.102,149.417,147.808,50.3838,145.736,0.709662,47.6269,147.991,1.43375,48.1942,146.34,1.38365,47.6739,147.112,149.899,50.8788,1.62254,149.893,52.3613,1.06234,149.159,52.2867,1.31796,0.900461,53.6634,146.101,1.31921,53.6878,146.099,149.553,52.5861,145.044,0.418281,54.5626,148.912,1.32611,55.9622,149.049,1.23384,56.5879,149.117,149.972,55.796,149.095,148.803,54.3961,148.95,148.895,53.7749,148.835,0.157702,54.0995,148.815,2.29769,56.5588,149.06,2.13498,56.2653,149.142,147.831,53.8041,148.882,147.994,62.1305,3.33272,149.384,62.2478,3.17047,0.720813,62.9727,4.05445,1.53687,63.5901,5.14794,0.879915,63.4675,5.31864,149.472,62.7242,4.39975,148.69,61.032,1.5177,149.943,61.3701,2.30635,148.884,61.5631,2.0393,1.08447,60.9314,1.97131,147.507,61.3493,1.38461,2.39937,60.2281,0.281229,149.865,58.8094,0.325902,149.961,60.8871,149.039,149.692,58.0589,149.121,149.878,60.1334,147.855,149.617,58.7302,147.884,149.71,62.4004,148.953,149.576,58.0992,1.66599,0.134771,57.9659,146.571,149.629,63.0663,3.91869,2.60488,64.1648,5.86304,1.45362,63.9502,6.16131,148.995,62.6303,4.52362,147.621,61.28,2.71524,146.79,59.8437,1.93386,147.441,61.3257,1.0032,147.196,61.8216,1.95052,3.20215,61.7718,0.379876,2.41121,60.2862,1.31021,2.62934,60.6363,146.907,149.484,62.7548,149.466,148.681,62.7402,147.917,149.51,62.8944,149.395,0.441961,58.6806,2.36412,0.736561,57.1371,1.57192,0.636658,57.9232,2.12774,149.163,57.3204,146.552,148.75,57.3443,146.426,0.512548,58.6381,145.716,149.559
2,145.713,1.28343,147.596,146.013,0.870038,148.845,147.266,1.08604,149.443,148.241,1.75464,148.656,147.913,2.21319,147.348,146.627,1.98539,146.791,144.059,0.0202405,148.309,144.478,0.783386,147.256,144.974,0.112622,149.32,143.708,0.8316,145.987,144.791,149.409,0.616462,142.918,149.075,148.278,141.561,149.5,148.392,143.204,147.693,148.106,140.512,148.539,148.338,142.158,146.757,148.082,140.819,147.164,148.196,144.621,147.175,147.904,141.209,0.972911,148.578,139.73,146.104,148.144,147.502,0.699542,0.423781,148.663,2.71583,146.753,146.389,2.30267,145.786,144.251,1.37941,145.217,142.75,1.33219,146.13,143.516,149.83,145.601,145.142,0.0380503,1.4352,145.368,148.484,0.64764,143.747,149.17,0.822907,142.38,145.704,147.957,145.156,147.097,148.848,145.196,147.806,147.227,144.614,146.177,147.462,142.075,1.60117,148.785,140.522,1.10157,149.414,140.723,1.36218,147.683,139.096,146.239,147.267,139.099,146.147,149.032,140.146,145.097,148.092,138.349,149.063,147.213,136.949,149.212,147.258,136.275,149.228,148.497,137.021,149.151,149.692,138.423,148.995,149.648,139.089,148.921,148.406,138.847,148.998,146.256,136.386,149.264,146.337,136.513,149.158,0.646544,138.976,148.877,0.568448,130.617,3.32031,148.973,130.54,3.17611,147.631,129.8,4.04372,146.811,129.124,5.10092,147.469,129.205,5.25303,148.881,129.965,4.35117,149.668,131.787,1.55028,148.415,131.398,2.31115,149.476,131.272,2.07488,147.267,131.808,1.96354,0.859426,131.537,1.44638,145.949,132.615,0.331113,148.495,134.036,0.400133,148.455,131.971,149.075,148.616,134.802,149.205,148.535,132.74,147.901,148.686,134.145,147.954,148.646,130.456,148.964,148.684,134.752,1.74448,148.341,134.928,146.652,148.729,129.737,3.92118,145.739,128.534,5.80113,146.891,128.677,6.0673,149.36,130.025,4.45981,0.741102,131.414,2.68063,1.57958,132.894,1.96071,0.955159,131.438,0.976747,1.14064,131.098,2.02791,145.138,131.115,0.442135,145.9,132.609,1.37463,145.759,132.248,146.941,148.776,130.061,149.499,149.547,130.132,147.927,148.774,129.987,149.368,147.788,134.098,2.56985,148.063,135.535,1.70717,147.584,135.22,2.00184,149.292,135.534,146.619,149.634,135.59,146.538,147.87,134.267,145.785,148.747,2.16795,1.68468,0.265695,1.90584,1.09142,149.081,0.644811,1.13734,148.465,149.621,1.83703,149.157,149.911,2.49293,0.389363,1.2051,2.42778,0.969389,3.89724,0.436311,149.734,3.42613,1.309,0.672937,2.99575,0.34702,148.712,4.18,1.56371,1.92675,3.24606,149.492,147.522,5.06287,149.542,149.909,6.40724,149.979,149.718,4.81074,148.197,0.29381,7.47772,149.057,149.893,5.87644,147.296,0.435471,7.20226,147.709,0.233684,3.4084,147.685,0.594499,6.72305,1.41544,149.317,8.311,146.678,0.395786,0.440962,0.607032,147.546,149.125,3.02228,0.911645,1.4144,2.89253,1.92253,3.65292,2.27014,2.56772,5.16283,1.98568,1.71672,4.31852,0.64266,2.49408,2.76727,149.922,146.641,2.83968,148.49,147.66,4.30974,149.402,147.296,5.67929,146.27,0.716148,2.87937,147.418,149.681,2.81197,148.413,1.14364,3.44589,146.787,1.21401,5.83741,2.02242,149.136,7.31266,1.43364,148.4,7.30369,1.90783,0.0981772,8.91964,146.895,1.27392,8.96498,146.659,149.523,7.9122,145.671,0.517577,10.8909,149.431,148.317,9.4876,149.398,148.445,8.89395,149.434,149.724,9.70866,149.61,0.863451,11.1128,149.627,0.736887,11.709,149.484,149.467,11.3453,149.314,147.343,8.87827,149.256,147.564,9.2669,149.632,1.8497,11.7338,149.66,1.62066,18.265,1.94538,148.401,18.5863,1.55125,149.65,19.8692,1.70398,0.188036,20.8416,2.31867,149.357,20.4863,2.78038,148.056,19.174,2.59636,147.549,16.651,0.687888,149.18,17.0264,1.4389,148.106,17.5612,0.778187,0.175829,16.2315,1.42982,146.856,15.5279,149.729,149.217,14.1651,0.132655,149.336,15.8425,148.348,149.128,13.1382,149.147,149.358,14.8196,147.388,149.168,13.4769,147.772,149.288,17.2712,147.852,148.961,13.7857,1.60463,149.455,12.4174,146.68,149.342,20.1132,1.29716,1.15845,21.2363,3.2381,147.427,18.9133,2.89499,146.544,16.7575,1.94628,146.053,15.2754,1.93154,147,16.0378,0.410472,146.52,15.0734,146.339,149.107,17.835,147.994,149.883,17.784,148.387,148.16,17.3048,146.79,148.715,14.6432,2.26258,149.586,13.1333,1.76413,0.313622,13.2503,1.92969,148.563,11.7731,146.719,148.463,11.7957,146.781,0.23209,12.8665,145.687,149.373,24.8018,1.97552,0.814665,24.4761,1.47687,149.603,23.2039,1.62598,149.032,22.2395,2.32405,149.804,22.596,2.88225,1.06492,23.9004,2.71661,1.59733,26.4356,0.661622,0.157432,26.0427,1.49874,1.162,25.5068,0.693299,149.158,26.8329,1.61755,2.41377,25.6562,149.893,147.914,27.5481,149.69,0.248037,28.9141,0.0608448,0.0695078,27.2208,148.339,0.543272,29.931,149.071,0.170799,28.2351,147.373,0.617428,29.5813,147.723,0.431661,25.7928,147.887,0.8218,29.309,1.50163,149.766,30.6324,146.626,0.528197,22.9384,1.16389,148.092,21.8459,3.40149,1.64461,24.1551,3.10119,2.57426,26.3297,2.25896,3.1373,27.8134,2.05203,2.21795,26.9776,0.643543,2.88289,25.2804,0.457882,147.06,25.0822,148.969,147.972,26.6947,149.641,147.699,27.9803,146.344,0.833667,25.2498,147.699,149.896,25.2341,148.615,1.41068,25.7815,146.956,1.39151,28.459,2.15076,149.562,29.954,1.54692,148.888,29.856,1.92837,0.605928,31.2713,146.773,1.39976,31.2662,146.608,149.641,30.1793,145.638,0.620375,33.3424,149.356,148.571,31.9407,149.374,148.717,31.3639,149.379,0.0047652,32.1997,149.464,1.13976,33.6021,149.43,0.99318,34.1768,149.326,149.709,33.7771,149.269,147.585,31.3134,149.301,147.84,31.7696,149.462,2.13102,34.2348,149.4,1.86831,40.7575,1.7604,148.766,41.0777,1.26597,149.978,42.3634,1.36026,0.520975,43.3393,2.025,149.736,42.9859,2.59582,148.478,41.6692,2.46928,147.965,39.1344,0.459866,149.453,39.5131,1.29018,148.438,40.0494,0.462357,0.446537,38.7131,1.38899,147.196,37.9959,149.518,149.429,36.6417,149.936,149.59,38.2851,148.142,149.24,35.5982,148.968,149.561,37.2456,147.199,149.228,35.9114,147.596,149.392,39.7031,147.637,149.019,36.2896,1.4027,149.811,34.8329,146.522,149.384,42.607,0.875243,1.45442,43.7398,3.09198,147.884,41.4073,2.85039,146.989,39.2389,1.96343,146.434,37.7616,1.88464,147.384,38.5088,0.401647,146.781,37.4796,146.152,149.091,40.2861,147.722,149.936,40.208,148.208,148.239,39.7184,146.589,148.716,37.1587,2.04389,149.946,35.6742,1.51786,0.703337,35.7232,1.78817,148.963,34.1944,146.617,148.506,34.2069,146.587,0.274256,35.2635,145.521,149.367,47.2759,1.43081,1.15132,46.9351,1.03716,149.906,45.6739,1.28376,149.346,44.7374,1.96015,0.169871,45.1105,2.40762,1.46926,46.4052,2.14934,1.9871,48.8611,0.109763,0.397913,48.495,0.881731,1.46228,47.9355,0.247475,149.404,49.2868,0.886191,2.71841,48.0606,149.538,148.104,49.9608,149.12,0.403805,51.327,149.497,0.24759,49.6299,147.751,0.593654,52.3413,148.5,0.270227,50.6426,146.777,0.585556,51.9899,147.136,0.422297,48.2019,147.283,0.837607,51.7238,0.956339,0.0491245,53.042,146.037,0.427565,45.3893,0.903605,148.376,44.3786,2.90781,2.08751,46.6714,2.44739,2.99083,48.8117,1.50417,3.48052,50.2869,1.28555,2.54974,49.383,149.878,3.12437,47.6444,0.14807,147.302,47.5095,148.597,148.119,49.0984,149.326,147.844,50.3842,145.735,0.720396,47.6238,147.988,1.43403,48.1902,146.339,1.38406,47.6773,147.114,149.898,50.8752,1.62566,149.915,52.3516,1.06537,149.164,52.292,1.31352,0.908495,53.6936,146.126,1.29732,53.661,146.081,149.531,52.5902,145.044,0.459055,54.5604,148.918,1.32748,55.9595,149.055,1.23287,56.5837,149.123,149.97,55.7906,149.098,148.802,54.3902,148.952,148.896,53.7721,148.838,0.159643,54.0985,148.822,2.30001,56.558,149.068,2.13288,56.2591,149.146,147.829,53.7974,148.883,147.995,62.1281,3.33494,149.383,62.2441,3.17388,0.720002,62.9717,4.057,1.53454,63.5915,5.14897,0.87651,63.4691,5.31833,149.47,62.7246,4.39961,148.688,61.0278,1.52198,149.943,61.3672,2.30889,148.883,61.5579,2.04389,1.08494,60.9298,1.97208,147.506,61.3448,1.39005,2.40006,60.2247,0.285952,149.865,58.8058,0.331418,149.96,60.8838,149.044,149.692,58.0545,149.127,149.876,60.13,147.86,149.62,58.7265,147.889,149.711,62.3971,148.958,149.571,58.096,1.67324,0.130666,57.9611,146.578,149.627,63.0647,3.92301,2.60271,64.1673,5.8631,1.4505,63.9536,6.15912,148.991,62.6322,4.52251,147.618,61.2884,2.70874,146.788,59.8421,1.94593,147.437,61.3143,0.99881,147.2,61.8114,1.95922,3.20384,61.7737,0.387761,2.41349,60.2813,1.30865,2.62766,60.6332,146.911,149.49,62.7563,149.526,148.713,62.7323,147.929,149.438,62.8889,149.343,0.463898,58.6734,2.36938,0.737992,57.1295,1.58018,0.623539,57.9288,2.1371,149.159,57.3158,146.561,148.749,57.3396,146.431,0.51107,58.6329,145.722,149.556
